,error,delta_kp,delta_ki,delta_kd,algorithm_idx,episode_idx
2356,0.5299,0.0,0.0,0.0,0,5
2357,-0.4077,0.0,0.0,0.0,0,5
2358,0.3791,0.0,0.0,0.0,0,5
2359,-0.1882,0.0,0.0,0.0,0,5
2360,0.2647,0.0,0.0,0.0,0,5
2361,0.0114,0.0,0.0,0.0,0,5
2362,0.2854,0.0,0.0,0.0,0,5
2363,0.1952,0.0,0.0,0.0,0,5
2364,0.4023,0.0,0.0,0.0,0,5
2365,-0.3248,0.0,0.0,0.0,0,5
2366,-0.1779,0.0,0.0,0.0,0,5
2367,0.0461,0.0,0.0,0.0,0,5
2368,-0.0613,0.0,0.0,0.0,0,5
2369,-0.0774,0.0,0.0,0.0,0,5
2370,-0.2326,0.0,0.0,0.0,0,5
2371,0.1012,0.0,0.0,0.0,0,5
2372,0.1653,0.0,0.0,0.0,0,5
2373,-0.1246,0.0,0.0,0.0,0,5
2374,-0.3153,0.0,0.0,0.0,0,5
2375,0.2434,0.0,0.0,0.0,0,5
2376,-0.2152,0.0,0.0,0.0,0,5
2377,-0.0898,0.0,0.0,0.0,0,5
2378,0.2866,0.0,0.0,0.0,0,5
2379,-0.2994,0.0,0.0,0.0,0,5
2380,-0.1583,0.0,0.0,0.0,0,5
2381,-0.1244,0.0,0.0,0.0,0,5
2382,0.0154,0.0,0.0,0.0,0,5
2383,0.0981,0.0,0.0,0.0,0,5
2384,-0.2803,0.0,0.0,0.0,0,5
2385,0.3441,0.0,0.0,0.0,0,5
2386,-0.2956,0.0,0.0,0.0,0,5
2387,0.227,0.0,0.0,0.0,0,5
2388,-0.0712,0.0,0.0,0.0,0,5
2389,-0.0623,0.0,0.0,0.0,0,5
2390,0.2161,0.0,0.0,0.0,0,5
2391,0.2584,0.0,0.0,0.0,0,5
2392,0.0902,0.0,0.0,0.0,0,5
2393,-0.1875,0.0,0.0,0.0,0,5
2394,0.0718,0.0,0.0,0.0,0,5
2395,-0.287,0.0,0.0,0.0,0,5
2396,-0.1244,0.0,0.0,0.0,0,5
2397,0.1063,0.0,0.0,0.0,0,5
2398,-0.058,0.0,0.0,0.0,0,5
2399,0.1977,0.0,0.0,0.0,0,5
2400,-0.0496,0.0,0.0,0.0,0,5
2401,0.0548,0.0,0.0,0.0,0,5
2402,-0.2402,0.0,0.0,0.0,0,5
2403,-0.241,0.0,0.0,0.0,0,5
2404,-0.1785,0.0,0.0,0.0,0,5
2405,0.0982,0.0,0.0,0.0,0,5
2406,0.1851,0.0,0.0,0.0,0,5
2407,0.282,0.0,0.0,0.0,0,5
2408,-0.2207,0.0,0.0,0.0,0,5
2409,-0.1189,0.0,0.0,0.0,0,5
2410,-0.1437,0.0,0.0,0.0,0,5
2411,0.1473,0.0,0.0,0.0,0,5
2412,0.1285,0.0,0.0,0.0,0,5
2413,0.1789,0.0,0.0,0.0,0,5
2414,0.1124,0.0,0.0,0.0,0,5
2415,0.1181,0.0,0.0,0.0,0,5
2416,-0.1074,0.0,0.0,0.0,0,5
2417,-0.0997,0.0,0.0,0.0,0,5
2418,0.1408,0.0,0.0,0.0,0,5
2419,0.0904,0.0,0.0,0.0,0,5
2420,-0.202,0.0,0.0,0.0,0,5
2421,-0.1102,0.0,0.0,0.0,0,5
2422,0.1915,0.0,0.0,0.0,0,5
2423,-0.1519,0.0,0.0,0.0,0,5
2424,-0.0762,0.0,0.0,0.0,0,5
2425,-0.2515,0.0,0.0,0.0,0,5
2426,0.0228,0.0,0.0,0.0,0,5
2427,-0.0085,0.0,0.0,0.0,0,5
2428,0.3138,0.0,0.0,0.0,0,5
2429,-0.1999,0.0,0.0,0.0,0,5
2430,-0.1903,0.0,0.0,0.0,0,5
2431,-0.1025,0.0,0.0,0.0,0,5
2432,0.0441,0.0,0.0,0.0,0,5
2433,0.0382,0.0,0.0,0.0,0,5
2434,0.3262,0.0,0.0,0.0,0,5
2435,-0.1031,0.0,0.0,0.0,0,5
2436,-0.1183,0.0,0.0,0.0,0,5
2437,-0.1755,0.0,0.0,0.0,0,5
2438,-0.1349,0.0,0.0,0.0,0,5
2439,0.3826,0.0,0.0,0.0,0,5
2440,0.218,0.0,0.0,0.0,0,5
2441,-0.1466,0.0,0.0,0.0,0,5
2442,0.199,0.0,0.0,0.0,0,5
2443,-0.2879,0.0,0.0,0.0,0,5
2444,-0.2864,0.0,0.0,0.0,0,5
2445,0.1561,0.0,0.0,0.0,0,5
2446,-0.1329,0.0,0.0,0.0,0,5
2447,-0.1839,0.0,0.0,0.0,0,5
2448,0.2209,0.0,0.0,0.0,0,5
2449,-0.3147,0.0,0.0,0.0,0,5
2450,0.2592,0.0,0.0,0.0,0,5
2451,0.2092,0.0,0.0,0.0,0,5
2452,0.201,0.0,0.0,0.0,0,5
2453,0.2453,0.0,0.0,0.0,0,5
2454,0.2248,0.0,0.0,0.0,0,5
2455,-0.2749,0.0,0.0,0.0,0,5
2456,-0.2092,0.0,0.0,0.0,0,5
2457,0.1139,0.0,0.0,0.0,0,5
2458,-0.0996,0.0,0.0,0.0,0,5
2459,0.1046,0.0,0.0,0.0,0,5
2460,-0.169,0.0,0.0,0.0,0,5
2461,0.1794,0.0,0.0,0.0,0,5
2462,0.1892,0.0,0.0,0.0,0,5
2463,-0.0718,0.0,0.0,0.0,0,5
2464,0.2001,0.0,0.0,0.0,0,5
2465,-0.0798,0.0,0.0,0.0,0,5
2466,-0.1904,0.0,0.0,0.0,0,5
2467,-0.1165,0.0,0.0,0.0,0,5
2468,0.1038,0.0,0.0,0.0,0,5
2469,-0.0895,0.0,0.0,0.0,0,5
2470,0.1676,0.0,0.0,0.0,0,5
2471,0.1789,0.0,0.0,0.0,0,5
2472,-0.0918,0.0,0.0,0.0,0,5
2473,-0.0964,0.0,0.0,0.0,0,5
2474,0.0864,0.0,0.0,0.0,0,5
2475,0.078,0.0,0.0,0.0,0,5
2476,0.1805,0.0,0.0,0.0,0,5
2477,-0.1007,0.0,0.0,0.0,0,5
2478,-0.1096,0.0,0.0,0.0,0,5
2479,0.0996,0.0,0.0,0.0,0,5
2480,-0.1035,0.0,0.0,0.0,0,5
2481,0.1134,0.0,0.0,0.0,0,5
2482,0.1676,0.0,0.0,0.0,0,5
2483,-0.1737,0.0,0.0,0.0,0,5
2484,-0.0684,0.0,0.0,0.0,0,5
2485,-0.2652,0.0,0.0,0.0,0,5
2486,-0.1446,0.0,0.0,0.0,0,5
2487,-0.2417,0.0,0.0,0.0,0,5
2488,-0.1233,0.0,0.0,0.0,0,5
2489,-0.1364,0.0,0.0,0.0,0,5
2490,-0.091,0.0,0.0,0.0,0,5
2491,-0.2004,0.0,0.0,0.0,0,5
2492,-0.384,0.0,0.0,0.0,0,5
2493,0.0919,0.0,0.0,0.0,0,5
2494,-0.2804,0.0,0.0,0.0,0,5
2495,0.1231,0.0,0.0,0.0,0,5
2496,0.1142,0.0,0.0,0.0,0,5
2497,-0.1717,0.0,0.0,0.0,0,5
2498,0.1514,0.0,0.0,0.0,0,5
2499,-0.2633,0.0,0.0,0.0,0,5
2500,0.3595,0.0,0.0,0.0,0,5
2501,-0.1645,0.0,0.0,0.0,0,5
2502,-0.1111,0.0,0.0,0.0,0,5
2503,0.1331,0.0,0.0,0.0,0,5
2504,-0.1557,0.0,0.0,0.0,0,5
2505,0.1668,0.0,0.0,0.0,0,5
2506,-0.3054,0.0,0.0,0.0,0,5
2507,0.3723,0.0,0.0,0.0,0,5
2508,-0.1876,0.0,0.0,0.0,0,5
2509,0.1454,0.0,0.0,0.0,0,5
2510,0.2688,0.0,0.0,0.0,0,5
2511,0.3139,0.0,0.0,0.0,0,5
2512,0.0855,0.0,0.0,0.0,0,5
2513,0.0765,0.0,0.0,0.0,0,5
2514,0.1713,0.0,0.0,0.0,0,5
2515,0.0282,0.0,0.0,0.0,0,5
2516,-0.079,0.0,0.0,0.0,0,5
2517,-0.0051,0.0,0.0,0.0,0,5
2518,0.1279,0.0,0.0,0.0,0,5
2519,0.128,0.0,0.0,0.0,0,5
2520,-0.1706,0.0,0.0,0.0,0,5
2521,0.2113,0.0,0.0,0.0,0,5
2522,0.0701,0.0,0.0,0.0,0,5
2523,0.0671,0.0,0.0,0.0,0,5
2524,0.0615,0.0,0.0,0.0,0,5
2525,0.1969,0.0,0.0,0.0,0,5
2526,0.2919,0.0,0.0,0.0,0,5
2527,-0.067,0.0,0.0,0.0,0,5
2528,0.3001,0.0,0.0,0.0,0,5
2529,-0.4253,0.0,0.0,0.0,0,5
2530,0.1305,0.0,0.0,0.0,0,5
2531,-0.2876,0.0,0.0,0.0,0,5
2532,-0.3588,0.0,0.0,0.0,0,5
2533,-0.2428,0.0,0.0,0.0,0,5
2534,0.2159,0.0,0.0,0.0,0,5
2535,-0.1006,0.0,0.0,0.0,0,5
2536,0.0979,0.0,0.0,0.0,0,5
2537,-0.3245,0.0,0.0,0.0,0,5
2538,0.2098,0.0,0.0,0.0,0,5
2539,0.0501,0.0,0.0,0.0,0,5
2540,-0.3994,0.0,0.0,0.0,0,5
2541,-0.2336,0.0,0.0,0.0,0,5
2542,-0.2104,0.0,0.0,0.0,0,5
2543,0.2539,0.0,0.0,0.0,0,5
2544,0.0481,0.0,0.0,0.0,0,5
2545,0.3804,0.0,0.0,0.0,0,5
2546,0.1925,0.0,0.0,0.0,0,5
2547,0.5252,0.0,0.0,0.0,0,5
2548,0.1485,0.0,0.0,0.0,0,5
2549,0.1128,0.0,0.0,0.0,0,5
2550,0.0862,0.0,0.0,0.0,0,5
2551,-0.1064,0.0,0.0,0.0,0,5
2552,-0.1652,0.0,0.0,0.0,0,5
2553,0.0522,0.0,0.0,0.0,0,5
2554,0.2126,0.0,0.0,0.0,0,5
2555,0.0769,0.0,0.0,0.0,0,5
2556,0.1193,0.0,0.0,0.0,0,5
2557,-0.1505,0.0,0.0,0.0,0,5
2558,-0.094,0.0,0.0,0.0,0,5
2559,0.1865,0.0,0.0,0.0,0,5
2560,0.2163,0.0,0.0,0.0,0,5
2561,-0.2682,0.0,0.0,0.0,0,5
2562,-0.1021,0.0,0.0,0.0,0,5
2563,0.1275,0.0,0.0,0.0,0,5
2564,0.162,0.0,0.0,0.0,0,5
2565,-0.1875,0.0,0.0,0.0,0,5
2566,-0.2144,0.0,0.0,0.0,0,5
2567,-0.2524,0.0,0.0,0.0,0,5
2568,-0.0863,0.0,0.0,0.0,0,5
2569,0.2073,0.0,0.0,0.0,0,5
2570,-0.2599,0.0,0.0,0.0,0,5
2571,-0.1099,0.0,0.0,0.0,0,5
2572,-0.1482,0.0,0.0,0.0,0,5
2573,0.1358,0.0,0.0,0.0,0,5
2574,0.1147,0.0,0.0,0.0,0,5
2575,0.1491,0.0,0.0,0.0,0,5
2576,-0.1482,0.0,0.0,0.0,0,5
2577,-0.124,0.0,0.0,0.0,0,5
2578,-0.1449,0.0,0.0,0.0,0,5
2579,0.1102,0.0,0.0,0.0,0,5
2580,-0.1081,0.0,0.0,0.0,0,5
2581,-0.2769,0.0,0.0,0.0,0,5
2582,-0.1138,0.0,0.0,0.0,0,5
2583,0.1852,0.0,0.0,0.0,0,5
2584,-0.0412,0.0,0.0,0.0,0,5
2585,-0.3747,0.0,0.0,0.0,0,5
2586,0.1648,0.0,0.0,0.0,0,5
2587,0.1145,0.0,0.0,0.0,0,5
2588,-0.1663,0.0,0.0,0.0,0,5
2589,0.0817,0.0,0.0,0.0,0,5
2590,0.0681,0.0,0.0,0.0,0,5
2591,-0.2814,0.0,0.0,0.0,0,5
2592,-0.208,0.0,0.0,0.0,0,5
2593,-0.0104,0.0,0.0,0.0,0,5
2594,-0.0317,0.0,0.0,0.0,0,5
2595,0.1118,0.0,0.0,0.0,0,5
2596,0.1219,0.0,0.0,0.0,0,5
2597,0.0147,0.0,0.0,0.0,0,5
2598,-0.2625,0.0,0.0,0.0,0,5
2599,0.0813,0.0,0.0,0.0,0,5
2600,-0.1993,0.0,0.0,0.0,0,5
2601,-0.0791,0.0,0.0,0.0,0,5
2602,0.0447,0.0,0.0,0.0,0,5
2603,-0.0819,0.0,0.0,0.0,0,5
2604,-0.5357,0.0,0.0,0.0,0,5
2605,0.0588,0.0,0.0,0.0,0,5
2606,-0.0437,0.0,0.0,0.0,0,5
2607,0.2344,0.0,0.0,0.0,0,5
2608,-0.1028,0.0,0.0,0.0,0,5
2609,0.1762,0.0,0.0,0.0,0,5
2610,0.0853,0.0,0.0,0.0,0,5
2611,-0.4231,0.0,0.0,0.0,0,5
2612,0.1803,0.0,0.0,0.0,0,5
2613,0.1762,0.0,0.0,0.0,0,5
2614,0.1624,0.0,0.0,0.0,0,5
2615,0.186,0.0,0.0,0.0,0,5
2616,0.5527,0.0,0.0,0.0,0,5
2617,0.7677,0.0,0.0,0.0,0,5
2618,0.2424,0.0,0.0,0.0,0,5
2619,-0.296,0.0,0.0,0.0,0,5
2620,0.0898,0.0,0.0,0.0,0,5
2621,0.129,0.0,0.0,0.0,0,5
2622,0.1837,0.0,0.0,0.0,0,5
2623,-0.0257,0.0,0.0,0.0,0,5
2624,-0.3704,0.0,0.0,0.0,0,5
2625,0.212,0.0,0.0,0.0,0,5
2626,-0.0758,0.0,0.0,0.0,0,5
2627,0.0282,0.0,0.0,0.0,0,5
2628,0.0548,0.0,0.0,0.0,0,5
2629,-0.0945,0.0,0.0,0.0,0,5
2630,-0.1584,0.0,0.0,0.0,0,5
2631,-0.172,0.0,0.0,0.0,0,5
2632,-0.2208,0.0,0.0,0.0,0,5
2633,-0.2883,0.0,0.0,0.0,0,5
2634,-0.0255,0.0,0.0,0.0,0,5
2635,-0.0748,0.0,0.0,0.0,0,5
2636,-0.0828,0.0,0.0,0.0,0,5
2637,0.2573,0.0,0.0,0.0,0,5
2638,-0.283,0.0,0.0,0.0,0,5
2639,-0.2889,0.0,0.0,0.0,0,5
2640,-0.4687,0.0,0.0,0.0,0,5
2641,-0.5779,0.0,0.0,0.0,0,5
2642,-0.2976,0.0,0.0,0.0,0,5
2643,0.3118,0.0,0.0,0.0,0,5
2644,-0.1451,0.0,0.0,0.0,0,5
2645,-0.2424,0.0,0.0,0.0,0,5
2646,0.2929,0.0,0.0,0.0,0,5
2647,-0.0645,0.0,0.0,0.0,0,5
2648,-0.3309,0.0,0.0,0.0,0,5
2649,0.3519,0.0,0.0,0.0,0,5
2650,0.4513,0.0,0.0,0.0,0,5
2651,0.089,0.0,0.0,0.0,0,5
2652,-0.1567,0.0,0.0,0.0,0,5
2653,-0.1566,0.0,0.0,0.0,0,5
2654,0.1701,0.0,0.0,0.0,0,5
2655,-0.2509,0.0,0.0,0.0,0,5
2656,-0.0727,0.0,0.0,0.0,0,5
2657,-0.3578,0.0,0.0,0.0,0,5
2658,-0.1857,0.0,0.0,0.0,0,5
2659,0.297,0.0,0.0,0.0,0,5
2660,-0.0989,0.0,0.0,0.0,0,5
2661,0.1275,0.0,0.0,0.0,0,5
2662,0.107,0.0,0.0,0.0,0,5
2663,-0.1013,0.0,0.0,0.0,0,5
2664,0.1638,0.0,0.0,0.0,0,5
2665,0.0846,0.0,0.0,0.0,0,5
2666,0.0337,0.0,0.0,0.0,0,5
2667,0.2148,0.0,0.0,0.0,0,5
2668,0.1598,0.0,0.0,0.0,0,5
2669,-0.1257,0.0,0.0,0.0,0,5
2670,0.2023,0.0,0.0,0.0,0,5
2671,0.2886,0.0,0.0,0.0,0,5
2672,0.3683,0.0,0.0,0.0,0,5
2673,0.4659,0.0,0.0,0.0,0,5
2674,0.1469,0.0,0.0,0.0,0,5
2675,0.1681,0.0,0.0,0.0,0,5
2676,0.1968,0.0,0.0,0.0,0,5
2677,-0.0057,0.0,0.0,0.0,0,5
2678,-0.0072,0.0,0.0,0.0,0,5
2679,0.1154,0.0,0.0,0.0,0,5
2680,-0.0242,0.0,0.0,0.0,0,5
2681,0.382,0.0,0.0,0.0,0,5
2682,-0.1778,0.0,0.0,0.0,0,5
2683,-0.1796,0.0,0.0,0.0,0,5
2684,-0.1846,0.0,0.0,0.0,0,5
2685,-0.1815,0.0,0.0,0.0,0,5
2686,-0.0684,0.0,0.0,0.0,0,5
2687,0.2875,0.0,0.0,0.0,0,5
2688,0.1202,0.0,0.0,0.0,0,5
2689,-0.1309,0.0,0.0,0.0,0,5
2690,-0.2066,0.0,0.0,0.0,0,5
2691,0.3268,0.0,0.0,0.0,0,5
2692,-0.2081,0.0,0.0,0.0,0,5
2693,0.2449,0.0,0.0,0.0,0,5
2694,0.2004,0.0,0.0,0.0,0,5
2695,-0.1172,0.0,0.0,0.0,0,5
2696,0.0924,0.0,0.0,0.0,0,5
2697,0.2067,0.0,0.0,0.0,0,5
2698,0.2069,0.0,0.0,0.0,0,5
2699,-0.0629,0.0,0.0,0.0,0,5
2700,-0.2893,0.0,0.0,0.0,0,5
2701,0.1759,0.0,0.0,0.0,0,5
2702,0.5755,0.0,0.0,0.0,0,5
2703,0.1336,0.0,0.0,0.0,0,5
2704,0.3473,0.0,0.0,0.0,0,5
2705,0.027,0.0,0.0,0.0,0,5
2706,-0.5575,0.0,0.0,0.0,0,5
2707,-0.2325,0.0,0.0,0.0,0,5
2708,-0.0347,0.0,0.0,0.0,0,5
2709,-0.3855,0.0,0.0,0.0,0,5
2710,-0.1743,0.0,0.0,0.0,0,5
2711,0.1852,0.0,0.0,0.0,0,5
2712,-0.2318,0.0,0.0,0.0,0,5
2713,-0.2921,0.0,0.0,0.0,0,5
2714,-0.0732,0.0,0.0,0.0,0,5
2715,-0.3711,0.0,0.0,0.0,0,5
2716,0.1144,0.0,0.0,0.0,0,5
2717,-0.2138,0.0,0.0,0.0,0,5
2718,-0.2763,0.0,0.0,0.0,0,5
2719,0.3886,0.0,0.0,0.0,0,5
2720,-0.2256,0.0,0.0,0.0,0,5
2721,0.2082,0.0,0.0,0.0,0,5
2722,-0.2161,0.0,0.0,0.0,0,5
2723,-0.0655,0.0,0.0,0.0,0,5
2724,-0.371,0.0,0.0,0.0,0,5
2725,-0.1025,0.0,0.0,0.0,0,5
2726,-0.1193,0.0,0.0,0.0,0,5
2727,-0.1596,0.0,0.0,0.0,0,5
2728,-0.1264,0.0,0.0,0.0,0,5
2729,0.126,0.0,0.0,0.0,0,5
2730,0.1031,0.0,0.0,0.0,0,5
2731,-0.1909,0.0,0.0,0.0,0,5
2732,-0.1205,0.0,0.0,0.0,0,5
2733,0.1384,0.0,0.0,0.0,0,5
2734,0.1174,0.0,0.0,0.0,0,5
2735,0.2146,0.0,0.0,0.0,0,5
2736,0.092,0.0,0.0,0.0,0,5
2737,-0.2738,0.0,0.0,0.0,0,5
2738,0.1039,0.0,0.0,0.0,0,5
2739,0.1696,0.0,0.0,0.0,0,5
2740,0.3343,0.0,0.0,0.0,0,5
2741,-0.1995,0.0,0.0,0.0,0,5
2742,-0.1972,0.0,0.0,0.0,0,5
2743,-0.353,0.0,0.0,0.0,0,5
2744,0.3276,0.0,0.0,0.0,0,5
2745,0.3279,0.0,0.0,0.0,0,5
2746,0.1626,0.0,0.0,0.0,0,5
2747,0.2061,0.0,0.0,0.0,0,5
2748,-0.0412,0.0,0.0,0.0,0,5
2749,-0.0696,0.0,0.0,0.0,0,5
2750,-0.2612,0.0,0.0,0.0,0,5
2751,0.1334,0.0,0.0,0.0,0,5
2752,0.0871,0.0,0.0,0.0,0,5
2753,0.1787,0.0,0.0,0.0,0,5
2754,0.0195,0.0,0.0,0.0,0,5
2755,-0.3009,0.0,0.0,0.0,0,5
2756,-0.1923,0.0,0.0,0.0,0,5
2757,-0.2961,0.0,0.0,0.0,0,5
2758,0.4075,0.0,0.0,0.0,0,5
2759,-0.0941,0.0,0.0,0.0,0,5
2760,0.2941,0.0,0.0,0.0,0,5
2761,-0.0746,0.0,0.0,0.0,0,5
2762,-0.1185,0.0,0.0,0.0,0,5
2763,0.2064,0.0,0.0,0.0,0,5
2764,0.1179,0.0,0.0,0.0,0,5
2765,-0.1096,0.0,0.0,0.0,0,5
2766,-0.0456,0.0,0.0,0.0,0,5
2767,-0.0056,0.0,0.0,0.0,0,5
2768,0.117,0.0,0.0,0.0,0,5
2769,-0.1022,0.0,0.0,0.0,0,5
2770,0.1778,0.0,0.0,0.0,0,5
2771,0.0702,0.0,0.0,0.0,0,5
2772,-0.0939,0.0,0.0,0.0,0,5
2773,-0.0967,0.0,0.0,0.0,0,5
2774,0.1717,0.0,0.0,0.0,0,5
2775,0.1403,0.0,0.0,0.0,0,5
2776,-0.1764,0.0,0.0,0.0,0,5
2777,0.1374,0.0,0.0,0.0,0,5
2778,0.1484,0.0,0.0,0.0,0,5
2779,0.1767,0.0,0.0,0.0,0,5
2780,-0.1858,0.0,0.0,0.0,0,5
2781,-0.0407,0.0,0.0,0.0,0,5
2782,0.008,0.0,0.0,0.0,0,5
2783,0.0212,0.0,0.0,0.0,0,5
2784,0.0671,0.0,0.0,0.0,0,5
2785,-0.0001,0.0,0.0,0.0,0,5
2786,0.1609,0.0,0.0,0.0,0,5
2787,0.1797,0.0,0.0,0.0,0,5
2788,-0.1952,0.0,0.0,0.0,0,5
2789,-0.3531,0.0,0.0,0.0,0,5
2790,0.1472,0.0,0.0,0.0,0,5
2791,-0.2495,0.0,0.0,0.0,0,5
2792,0.1918,0.0,0.0,0.0,0,5
2793,-0.0087,0.0,0.0,0.0,0,5
2794,-0.3121,0.0,0.0,0.0,0,5
2795,0.0988,0.0,0.0,0.0,0,5
2796,-0.1874,0.0,0.0,0.0,0,5
2797,-0.1889,0.0,0.0,0.0,0,5
2798,-0.1492,0.0,0.0,0.0,0,5
2799,-0.0802,0.0,0.0,0.0,0,5
2800,-0.3738,0.0,0.0,0.0,0,5
2801,-0.264,0.0,0.0,0.0,0,5
2802,0.1757,0.0,0.0,0.0,0,5
2803,0.2186,0.0,0.0,0.0,0,5
2804,0.0852,0.0,0.0,0.0,0,5
2805,0.047,0.0,0.0,0.0,0,5
2806,-0.2769,0.0,0.0,0.0,0,5
2807,-0.1136,0.0,0.0,0.0,0,5
2808,-0.2773,0.0,0.0,0.0,0,5
2809,-0.2705,0.0,0.0,0.0,0,5
2810,-0.3164,0.0,0.0,0.0,0,5
2811,0.2872,0.0,0.0,0.0,0,6
2812,0.1006,0.0,0.0,0.0,0,6
2813,-0.1046,0.0,0.0,0.0,0,6
2814,0.0721,0.0,0.0,0.0,0,6
2815,0.0118,0.0,0.0,0.0,0,6
2816,0.1413,0.0,0.0,0.0,0,6
2817,-0.1924,0.0,0.0,0.0,0,6
2818,-0.208,0.0,0.0,0.0,0,6
2819,-0.0837,0.0,0.0,0.0,0,6
2820,0.1956,0.0,0.0,0.0,0,6
2821,-0.0794,0.0,0.0,0.0,0,6
2822,-0.0802,0.0,0.0,0.0,0,6
2823,0.0802,0.0,0.0,0.0,0,6
2824,-0.134,0.0,0.0,0.0,0,6
2825,0.008,0.0,0.0,0.0,0,6
2826,-0.0207,0.0,0.0,0.0,0,6
2827,-0.2107,0.0,0.0,0.0,0,6
2828,-0.1307,0.0,0.0,0.0,0,6
2829,0.121,0.0,0.0,0.0,0,6
2830,-0.1121,0.0,0.0,0.0,0,6
2831,0.127,0.0,0.0,0.0,0,6
2832,0.1379,0.0,0.0,0.0,0,6
2833,-0.0809,0.0,0.0,0.0,0,6
2834,0.0165,0.0,0.0,0.0,0,6
2835,0.0363,0.0,0.0,0.0,0,6
2836,-0.097,0.0,0.0,0.0,0,6
2837,-0.1632,0.0,0.0,0.0,0,6
2838,0.0938,0.0,0.0,0.0,0,6
2839,-0.0199,0.0,0.0,0.0,0,6
2840,-0.2255,0.0,0.0,0.0,0,6
2841,-0.1464,0.0,0.0,0.0,0,6
2842,0.1648,0.0,0.0,0.0,0,6
2843,0.1599,0.0,0.0,0.0,0,6
2844,0.0686,0.0,0.0,0.0,0,6
2845,0.0047,0.0,0.0,0.0,0,6
2846,-0.2619,0.0,0.0,0.0,0,6
2847,-0.1434,0.0,0.0,0.0,0,6
2848,-0.2111,0.0,0.0,0.0,0,6
2849,-0.0767,0.0,0.0,0.0,0,6
2850,-0.1515,0.0,0.0,0.0,0,6
2851,-0.1839,0.0,0.0,0.0,0,6
2852,0.1325,0.0,0.0,0.0,0,6
2853,-0.1597,0.0,0.0,0.0,0,6
2854,0.1801,0.0,0.0,0.0,0,6
2855,-0.4037,0.0,0.0,0.0,0,6
2856,-0.0444,0.0,0.0,0.0,0,6
2857,0.2789,0.0,0.0,0.0,0,6
2858,0.0287,0.0,0.0,0.0,0,6
2859,-0.3273,0.0,0.0,0.0,0,6
2860,-0.1607,0.0,0.0,0.0,0,6
2861,-0.1769,0.0,0.0,0.0,0,6
2862,-0.4064,0.0,0.0,0.0,0,6
2863,0.3015,0.0,0.0,0.0,0,6
2864,0.4482,0.0,0.0,0.0,0,6
2865,0.4584,0.0,0.0,0.0,0,6
2866,0.4143,0.0,0.0,0.0,0,6
2867,0.5784,0.0,0.0,0.0,0,6
2868,-0.6385,0.0,0.0,0.0,0,6
2869,0.1844,0.0,0.0,0.0,0,6
2870,0.2822,0.0,0.0,0.0,0,6
2871,0.4264,0.0,0.0,0.0,0,6
2872,0.1875,0.0,0.0,0.0,0,6
2873,0.3094,0.0,0.0,0.0,0,6
2874,0.1493,0.0,0.0,0.0,0,6
2875,-0.2777,0.0,0.0,0.0,0,6
2876,-0.3041,0.0,0.0,0.0,0,6
2877,0.3241,0.0,0.0,0.0,0,6
2878,0.0109,0.0,0.0,0.0,0,6
2879,0.3133,0.0,0.0,0.0,0,6
2880,-0.1353,0.0,0.0,0.0,0,6
2881,0.1191,0.0,0.0,0.0,0,6
2882,0.3911,0.0,0.0,0.0,0,6
2883,-0.0441,0.0,0.0,0.0,0,6
2884,-0.3123,0.0,0.0,0.0,0,6
2885,-0.3032,0.0,0.0,0.0,0,6
2886,0.0195,0.0,0.0,0.0,0,6
2887,-0.2402,0.0,0.0,0.0,0,6
2888,0.0311,0.0,0.0,0.0,0,6
2889,0.0476,0.0,0.0,0.0,0,6
2890,-0.0062,0.0,0.0,0.0,0,6
2891,-0.3658,0.0,0.0,0.0,0,6
2892,-0.3532,0.0,0.0,0.0,0,6
2893,0.4292,0.0,0.0,0.0,0,6
2894,-0.172,0.0,0.0,0.0,0,6
2895,0.1277,0.0,0.0,0.0,0,6
2896,0.1274,0.0,0.0,0.0,0,6
2897,-0.2889,0.0,0.0,0.0,0,6
2898,0.1735,0.0,0.0,0.0,0,6
2899,-0.0989,0.0,0.0,0.0,0,6
2900,0.2829,0.0,0.0,0.0,0,6
2901,0.3379,0.0,0.0,0.0,0,6
2902,-0.1331,0.0,0.0,0.0,0,6
2903,0.2795,0.0,0.0,0.0,0,6
2904,-0.2788,0.0,0.0,0.0,0,6
2905,-0.0157,0.0,0.0,0.0,0,6
2906,0.3411,0.0,0.0,0.0,0,6
2907,0.1156,0.0,0.0,0.0,0,6
2908,0.1286,0.0,0.0,0.0,0,6
2909,-0.2331,0.0,0.0,0.0,0,6
2910,-0.1799,0.0,0.0,0.0,0,6
2911,0.0476,0.0,0.0,0.0,0,6
2912,0.3582,0.0,0.0,0.0,0,6
2913,0.2707,0.0,0.0,0.0,0,6
2914,-0.1757,0.0,0.0,0.0,0,6
2915,0.2815,0.0,0.0,0.0,0,6
2916,0.3034,0.0,0.0,0.0,0,6
2917,-0.2396,0.0,0.0,0.0,0,6
2918,-0.145,0.0,0.0,0.0,0,6
2919,-0.178,0.0,0.0,0.0,0,6
2920,0.1783,0.0,0.0,0.0,0,6
2921,-0.2146,0.0,0.0,0.0,0,6
2922,0.3032,0.0,0.0,0.0,0,6
2923,0.2513,0.0,0.0,0.0,0,6
2924,-0.0845,0.0,0.0,0.0,0,6
2925,0.177,0.0,0.0,0.0,0,6
2926,0.0991,0.0,0.0,0.0,0,6
