Wall time,Step,Value
1685945725.5433176,192,0.011550020426511765
1685945735.0187824,512,0.007117548957467079
1685945736.0149198,544,0.009998373687267303
1685945738.57645,640,0.01931188441812992
1685945739.5315454,672,0.005279120057821274
1685945742.6078348,768,0.021626930683851242
1685945746.675983,896,0.019966935738921165
1685945747.725086,928,0.015193292871117592
1685945760.0275006,1344,0.005139818415045738
1685945766.6101563,1568,0.014958959072828293
1685945767.4961817,1600,0.009220903739333153
1685945768.7388816,1632,0.022949641570448875
1685945773.7136295,1792,0.004359597340226173
1685945780.136771,2048,0.005212843418121338
1685945780.968062,2080,0.012197328731417656
1685945784.2403107,2176,0.010939033702015877
1685945785.6281836,2208,0.019527629017829895
1685945788.6059737,2304,0.015027312561869621
1685945790.0281975,2336,0.02532087080180645
1685945795.5691388,2528,0.0015123635530471802
1685945799.858388,2688,0.014848131686449051
1685945807.2434325,2912,0.006221845746040344
1685945816.7271266,3232,0.011413952335715294
1685945820.219974,3360,0.020058222115039825
1685945824.040247,3488,0.006568359211087227
1685945836.8726718,3936,0.0164762195199728
1685945841.1204386,4064,0.033304087817668915
1685945842.2703798,4096,0.032208964228630066
1685945844.2218566,4160,0.012670345604419708
1685945846.2060418,4224,0.01582968235015869
1685945851.8207552,4416,0.01392086036503315
1685945859.4966002,4672,0.030970599502325058
1685945861.2168539,4736,0.015183597803115845
1685945862.0813432,4768,0.028568707406520844
1685945865.3361578,4864,0.01981097087264061
1685945872.266309,5088,0.005957148969173431
1685945875.845221,5184,0.01005202904343605
1685945877.657252,5248,0.004072289913892746
1685945879.7200954,5312,0.0200599804520607
1685945886.3753366,5536,0.019626252353191376
1685945887.4375327,5568,0.023276351392269135
1685945891.9814544,5728,0.00620410218834877
1685945899.485545,5952,0.02797970548272133
1685945900.3057685,5984,0.01280139572918415
1685945901.270255,6016,0.043660975992679596
1685945906.2740843,6176,0.01125510223209858
1685945907.343356,6208,0.005517864599823952
1685945918.0391722,6560,0.02112584002315998
1685945919.915987,6624,0.07126161456108093
1685945926.696959,6816,0.010444838553667068
1685945928.982216,6880,0.013649942353367805
1685945931.0865536,6944,0.020922739058732986
1685945939.8476453,7232,0.015458378940820694
1685945944.4401674,7392,0.02014066092669964
1685945958.9203532,7872,0.019610311836004257
1685945959.759957,7904,0.008300889283418655
1685945971.4317868,8320,0.014480002224445343
1685945972.3642716,8352,0.00956992618739605
1685945973.3827674,8384,0.010619226843118668
1685945985.082892,8736,0.01146622933447361
1685945988.079242,8832,0.01881718821823597
1685945992.0342581,8960,0.005183357745409012
1685945995.8739777,9088,0.014255566522479057
1685945999.1318784,9184,0.017421457916498184
1685946002.049974,9280,0.0038317572325468063
1685946003.900166,9344,0.031083470210433006
1685946009.6801834,9504,0.003666054457426071
1685946011.1718607,9568,0.025232898071408272
1685946012.4672408,9600,0.008697152137756348
1685946021.6957262,9920,0.03562198206782341
1685946026.0203059,10048,0.009967727586627007
1685946030.4538116,10176,0.014741355553269386
1685946032.8869236,10240,0.01925414428114891
