Wall time,Step,Value
1685945725.543625,192,0.011577880010008812
1685945735.0195699,512,0.01718185283243656
1685945736.0192575,544,0.3862452805042267
1685945738.576899,640,0.00015114806592464447
1685945739.532036,672,5.671982580679469e-05
1685945742.6083407,768,0.0003314357018098235
1685945746.6766267,896,0.0011303155915811658
1685945747.7311978,928,0.0009984313510358334
1685945760.028144,1344,0.0011460440000519156
1685945766.6106634,1568,0.013360317796468735
1685945767.4967089,1600,0.0032909009605646133
1685945768.739407,1632,0.0051711490377783775
1685945773.7142782,1792,0.0019057346507906914
1685945780.1374,2048,0.004246236756443977
1685945780.9686594,2080,0.00048755566240288317
1685945784.2410634,2176,0.0002276081359013915
1685945785.6286483,2208,0.009178757667541504
1685945788.6065905,2304,0.006747505161911249
1685945790.028903,2336,0.006695280782878399
1685945795.5698898,2528,0.00020251648675184697
1685945799.8589754,2688,0.0016425307840108871
1685945807.2439492,2912,0.00048257893649861217
1685945816.7278054,3232,0.0011937710223719478
1685945820.2206423,3360,0.014928249642252922
1685945824.040916,3488,0.00020857273193541914
1685945836.873224,3936,0.00030678234179504216
1685945841.1210704,4064,0.03227834403514862
1685945842.2709548,4096,0.00591032300144434
1685945844.2274733,4160,0.0006494121626019478
1685945846.2065542,4224,5.393274113885127e-05
1685945851.821385,4416,0.0007177524385042489
1685945859.4978492,4672,0.00021122649195604026
1685945861.2173634,4736,2.355203469051048e-05
1685945862.0819485,4768,8.940774932852946e-06
1685945865.3368728,4864,0.00010946004476863891
1685945872.2670069,5088,0.020435670390725136
1685945875.8457172,5184,0.00042781472438946366
1685945877.6578834,5248,2.5375878976774402e-05
1685945879.7205818,5312,0.00017781493079382926
1685945886.384687,5536,0.0024100225418806076
1685945887.4381158,5568,0.004822813905775547
1685945891.982128,5728,0.00020053936168551445
1685945899.4861588,5952,0.009804846718907356
1685945900.3063507,5984,0.001433841185644269
1685945901.2760212,6016,0.0017536624800413847
1685945906.2746425,6176,3.524051498970948e-05
1685945907.3440902,6208,8.108712790999562e-05
1685945918.0398767,6560,0.002869098447263241
1685945919.9166975,6624,0.002613072982057929
1685945926.697939,6816,0.00026411644648760557
1685945928.982901,6880,0.0025829363148659468
1685945931.0872374,6944,0.00016109271382447332
1685945939.8482103,7232,0.001435645273886621
1685945944.4408412,7392,0.0003504175692796707
1685945958.9208372,7872,0.030933838337659836
1685945959.7605445,7904,0.009427307173609734
1685945971.4323967,8320,0.0019401253666728735
1685945972.3649755,8352,0.0037494876887649298
1685945973.3832393,8384,0.001956567168235779
1685945985.0834348,8736,0.0005156274419277906
1685945988.0800142,8832,0.0011253987904638052
1685945992.0347633,8960,0.0001640173140913248
1685945995.8746614,9088,6.529103120556101e-05
1685945999.1324377,9184,0.00015151113620959222
1685946002.0505044,9280,0.00035735906567424536
1685946003.9007752,9344,0.0007218996761366725
1685946009.680785,9504,3.011364424310159e-05
1685946011.172517,9568,8.508128667017445e-05
1685946012.4677243,9600,0.00018404406728222966
1685946021.6963174,9920,0.0007384862401522696
1685946026.0209222,10048,3.3865984732983634e-05
1685946030.4543092,10176,0.0002318190090591088
1685946032.887524,10240,4.6217843191698194e-05
1685946033.9962237,10272,0.0017017540521919727
1685946037.0806694,10368,0.0002967642794828862
1685946052.2741838,10848,0.004977612756192684
1685946059.431579,11104,0.0004937460180372
1685946060.1785176,11136,0.0008556185639463365
1685946072.333051,11520,0.00118446652777493
1685946078.2955134,11712,0.002835542196407914
1685946079.1334064,11744,0.0009001289145089686
1685946079.9026835,11776,2.7996464268653654e-05
1685946092.0500362,12160,0.0016421122709289193
1685946100.4446862,12416,7.392676343442872e-05
1685946104.719008,12544,0.000238857333897613
1685946106.8500211,12608,0.0007779733859933913
1685946112.4710054,12768,0.000287854258203879
1685946116.8001342,12928,0.0005813767784275115
1685946118.6234598,12992,0.0005747938412241638
1685946130.3828557,13344,0.00026712557883001864
1685946135.5374334,13536,0.00046956821461208165
1685946136.8151515,13568,0.0005172024248167872
1685946149.6032898,14016,0.0005788180278614163
1685946150.6095095,14048,0.0006427300395444036
1685946152.1950967,14112,0.0006849505589343607
1685946156.6453264,14240,0.0010480704950168729
1685946157.6507006,14272,0.0012877059634774923
1685946159.7670097,14336,0.00032883332460187376
1685946165.6588242,14528,0.00014766212552785873
1685946169.4025445,14656,0.00034185423282906413
1685946174.2912936,14816,0.02545986697077751
1685946177.6386356,14944,0.0015429299091920257
1685946180.2588196,15040,0.00019194689230062068
1685946182.040125,15104,0.0006127945962361991
1685946186.0692582,15232,0.0012871887302026153
1685946187.0055938,15264,0.001574971480295062
1685946191.8807113,15424,0.0003176062018610537
1685946193.146385,15456,0.00014274808927439153
1685946199.0364015,15648,5.71925520489458e-05
1685946200.9497797,15712,0.00026756382430903614
1685946205.7464974,15872,0.0015788841992616653
1685946221.6652143,16384,0.0009977822192013264
1685946222.9400845,16416,0.0013852936681360006
1685946224.0818079,16448,0.0015611224807798862
1685946225.4283688,16480,0.0027606328949332237
1685946226.1770937,16512,0.003157995408400893
1685946229.0154958,16608,0.0006098318845033646
