Wall time,Step,Value
1686659835.4293506,64,8.392175674438477
1686659842.1945064,128,0.24635760486125946
1686659845.549162,160,0.09912135452032089
1686659848.907614,192,0.09623998403549194
1686659865.7609105,352,0.03251448646187782
1686659869.1408198,384,0.016195211559534073
1686659872.5197697,416,0.016056757420301437
1686659883.633945,512,0.027620898559689522
1686659886.9818206,544,0.5008251667022705
1686659891.3069701,576,0.05209016054868698
1686659898.0587647,640,0.005468528252094984
1686659901.4344444,672,0.009845232591032982
1686659904.8102286,704,0.00373219046741724
1686659911.5615828,768,0.0023369716946035624
1686659914.9388497,800,0.0013919553020969033
1686659925.0731266,896,0.0014130461495369673
1686659928.4482548,928,0.0012081030290573835
1686659931.8236837,960,0.0014529365580528975
1686659935.2021866,992,0.0010710629867389798
1686659938.6004722,1024,0.001523071900010109
1686659949.9176037,1120,0.01980871707201004
1686659953.3315003,1152,0.016206560656428337
1686659960.1070712,1216,0.001736201229505241
1686659963.5004478,1248,0.0019437192240729928
1686659966.9522495,1280,0.0016466400120407343
1686659970.3391216,1312,0.002136600436642766
1686659973.7314749,1344,0.0005618988070636988
1686659998.433394,1568,0.0009257026249542832
1686660001.7790823,1600,0.08023042976856232
1686660005.1658957,1632,0.0031453820411115885
1686660008.5546153,1664,0.004373200237751007
1686660011.9435863,1696,0.0014301718911156058
1686660015.3307288,1728,0.0019574023317545652
1686660018.7139597,1760,0.0013020880287513137
1686660022.1005023,1792,0.001625922741368413
1686660025.483125,1824,0.0017562858993187547
1686660032.2642407,1888,0.0016355945263057947
1686660042.416974,1984,0.0018721453379839659
1686660045.7979572,2016,0.0029980812687426805
1686660049.1968415,2048,0.0022862509358674288
1686660053.5345416,2080,0.00437964778393507
1686660060.3043673,2144,0.0049391076900064945
1686660063.6869912,2176,0.0024225569795817137
1686660067.074741,2208,0.0022569771390408278
1686660070.4612164,2240,0.0012615106534212828
1686660078.2012222,2304,0.0007938813068903983
1686660081.591275,2336,0.018453402444720268
1686660088.3652785,2400,0.0014050808968022466
1686660095.1460588,2464,0.003550442401319742
1686660101.937629,2528,0.0009306256542913616
1686660105.3396237,2560,0.000859611842315644
1686660108.7479513,2592,0.00043382542207837105
1686660112.1339965,2624,0.001685843919403851
1686660118.9250507,2688,0.0008763422374613583
1686660122.3236427,2720,0.0008841955568641424
1686660130.143008,2784,0.002914872020483017
1686660133.557951,2816,0.018824497237801552
1686660136.9358442,2848,0.007288842462003231
1686660145.6181703,2912,0.0011518574319779873
1686660148.9447658,2944,0.019566943868994713
1686660165.8157425,3104,0.0005434045451693237
1686660179.3266666,3232,0.0011267618974670768
1686660182.7022731,3264,0.0010555513435974717
1686660192.822562,3360,0.0016263296129181981
1686660196.2053213,3392,0.0012065388727933168
1686660203.9054005,3456,0.031264614313840866
1686660207.2811189,3488,0.0025213274639099836
1686660210.6573842,3520,0.0006373969372361898
1686660214.031841,3552,0.0007160176755860448
1686660217.4111733,3584,0.0005712386919185519
1686660220.786422,3616,0.0005885084974579513
1686660224.1625483,3648,0.000837713829241693
1686660230.9147213,3712,0.0008940262487158179
1686660234.2886136,3744,0.001491532544605434
1686660237.6617308,3776,0.0017585217719897628
1686660255.5940075,3936,0.021395551040768623
1686660269.0960526,4064,0.0004583809641189873
1686660272.471114,4096,0.0005874359630979598
1686660279.223061,4160,0.0003628163831308484
1686660282.596936,4192,0.0005214685224927962
1686660285.9717538,4224,0.0010052974103018641
1686660289.34835,4256,0.0009217141196131706
1686660292.7227921,4288,0.001322516007348895
1686660299.4785845,4352,0.002929952461272478
1686660306.2524598,4416,0.002567359246313572
1686660309.6108868,4448,0.030989257618784904
1686660312.992305,4480,0.0010787391802296042
