Wall time,Step,Value
1686659883.6331413,512,501.0
1686659891.3059678,576,278.0
1686659894.6813335,608,278.0
1686659898.0578437,640,278.0
1686659914.9381232,800,278.0
1686659918.3141572,832,278.0
1686659921.6948617,864,278.0
1686659931.8225944,960,278.0
1686659935.2015152,992,278.0
1686659938.599645,1024,278.0
1686659946.4895275,1088,352.3333435058594
1686659949.9168823,1120,352.3333435058594
1686659953.3306372,1152,352.3333435058594
1686659960.1058571,1216,352.3333435058594
1686659963.4995952,1248,352.3333435058594
1686659973.7302887,1344,352.3333435058594
1686659977.1249125,1376,352.3333435058594
1686659980.5141902,1408,352.3333435058594
1686659983.9043155,1440,352.3333435058594
1686659987.2909486,1472,352.3333435058594
1686659998.432641,1568,389.5
1686660001.778323,1600,389.5
1686660008.5540109,1664,389.5
1686660011.9427192,1696,389.5
1686660015.3299363,1728,389.5
1686660018.7132378,1760,389.5
1686660022.099669,1792,389.5
1686660045.797017,2016,389.5
1686660049.1961145,2048,389.5
1686660053.5339074,2080,411.79998779296875
1686660056.9172664,2112,411.79998779296875
1686660060.3036668,2144,411.79998779296875
1686660063.686195,2176,411.79998779296875
1686660067.073891,2208,411.79998779296875
1686660070.4604437,2240,411.79998779296875
1686660073.847917,2272,411.79998779296875
1686660081.5904222,2336,380.5
1686660091.7593641,2432,380.5
1686660095.1452525,2464,380.5
1686660098.5577257,2496,380.5
1686660101.9369135,2528,380.5
1686660108.7469375,2592,380.5
1686660112.1331754,2624,380.5
1686660115.5289924,2656,380.5
1686660118.924058,2688,380.5
1686660125.7294042,2752,380.5
1686660130.1421628,2784,397.71429443359375
1686660136.9348152,2848,397.71429443359375
1686660145.6174512,2912,322.1111145019531
1686660152.3159156,2976,322.1111145019531
1686660155.6904404,3008,322.1111145019531
1686660159.0640633,3040,322.1111145019531
1686660162.4417117,3072,322.1111145019531
1686660169.1990314,3136,322.1111145019531
1686660172.5715687,3168,322.1111145019531
1686660179.3259106,3232,322.1111145019531
1686660182.7015219,3264,322.1111145019531
1686660186.0762208,3296,322.1111145019531
1686660192.8218036,3360,322.1111145019531
1686660196.2046103,3392,322.1111145019531
1686660214.0312104,3552,340.0
1686660227.5387156,3680,340.0
1686660230.9141293,3712,340.0
1686660241.0373962,3808,340.0
1686660244.4125106,3840,340.0
1686660252.1692753,3904,354.6363525390625
1686660255.5933301,3936,354.6363525390625
1686660258.9721437,3968,354.6363525390625
1686660262.3463027,4000,354.6363525390625
1686660265.7208397,4032,354.6363525390625
1686660269.0953407,4064,354.6363525390625
1686660272.4703472,4096,354.6363525390625
1686660279.2221708,4160,354.6363525390625
1686660282.5963027,4192,354.6363525390625
1686660285.970912,4224,354.6363525390625
1686660302.8616788,4384,354.6363525390625
1686660316.3649683,4512,366.8333435058594
1686660319.7414093,4544,366.8333435058594
1686660326.494598,4608,366.8333435058594
1686660329.8704958,4640,366.8333435058594
1686660333.250104,4672,366.8333435058594
1686660336.6265776,4704,366.8333435058594
1686660340.0025516,4736,366.8333435058594
1686660346.7582395,4800,366.8333435058594
1686660353.5178697,4864,366.8333435058594
1686660356.8954031,4896,366.8333435058594
1686660361.2172434,4928,377.1538391113281
1686660364.5931213,4960,377.1538391113281
1686660379.0305042,5088,357.21429443359375
1686660382.4053807,5120,357.21429443359375
1686660385.7809503,5152,357.21429443359375
1686660389.1529858,5184,357.21429443359375
1686660392.5314238,5216,357.21429443359375
1686660402.6649148,5312,357.21429443359375
1686660416.1662452,5440,357.21429443359375
1686660423.8601787,5504,364.20001220703125
1686660427.238197,5536,364.20001220703125
1686660433.9884624,5600,364.20001220703125
1686660437.3654854,5632,364.20001220703125
1686660444.1135883,5696,364.20001220703125
1686660447.4913442,5728,364.20001220703125
1686660450.8651686,5760,364.20001220703125
1686660457.6194038,5824,364.20001220703125
1686660464.3678021,5888,364.20001220703125
1686660471.1211355,5952,364.20001220703125
1686660475.4407175,5984,372.75
1686660478.8162355,6016,372.75
1686660486.5086398,6080,354.70587158203125
1686660489.8825433,6112,354.70587158203125
1686660494.3114865,6144,339.6111145019531
1686660497.685961,6176,339.6111145019531
1686660501.0628252,6208,339.6111145019531
1686660507.8159482,6272,339.6111145019531
1686660511.189658,6304,339.6111145019531
1686660514.5695343,6336,339.6111145019531
1686660517.947382,6368,339.6111145019531
1686660521.3265479,6400,339.6111145019531
1686660524.702094,6432,339.6111145019531
1686660528.0776298,6464,339.6111145019531
1686660538.20909,6560,339.6111145019531
1686660541.585595,6592,339.6111145019531
1686660545.9373639,6624,348.1052551269531
1686660549.2780483,6656,348.1052551269531
1686660560.3533108,6752,335.04998779296875
1686660570.4756215,6848,335.04998779296875
1686660573.8495076,6880,335.04998779296875
1686660577.2333133,6912,335.04998779296875
1686660583.987939,6976,335.04998779296875
1686660587.3620527,7008,335.04998779296875
1686660590.736046,7040,335.04998779296875
1686660594.1138694,7072,335.04998779296875
1686660600.866525,7136,335.04998779296875
1686660607.6168914,7200,335.04998779296875
1686660615.4248116,7264,342.952392578125
1686660622.181323,7328,342.952392578125
1686660628.934023,7392,342.952392578125
1686660633.2525117,7424,336.2727355957031
1686660640.9836066,7488,325.2608642578125
1686660644.3226132,7520,325.2608642578125
1686660647.6953547,7552,325.2608642578125
